first_name,last_name,salary,age,doj,manager_name,employee_id,dob
'Pete','Cat',60000,46,2015-11-15,'Star',785,1977-05-10
'Pluto','White',70000,47,2015-10-16,'Squid',786,1976-06-11
'Huey','Red',80000,48,2015-09-16,'Ward',787,1975-07-12
'Dewey','Black',90000,49,2015-08-17,'Eugene',788,1974-08-13
'Louise','Brown',100000,50,2015-07-18,'Gary',789,1973-09-14
'Mickey','Mouse',10000,51,2015-06-18,'Sponge',790,1972-10-15
'Minnie','Pink',20000,52,2015-05-19,'Bob',791,1971-11-16
'Donald','Duck,30000,53,2015-04-19,'Square',792,1970-01-17
'Daisy','Yellow',40000,54,2015-03-20,'Pants',793,1969-01-18
'Goofy','Dog',50000,55,2015-02-18,'Patrick',794,1968-02-19
'Pete','Cat',60000,56,2015-01-19,'Star',795,1967-03-20
'Pluto','White',70000,57,2014-12-20,'Squid',796,1966-04-21
'Huey','Red',80000,58,2014-11-20,'Ward',797,1965-05-22
'Dewey','Black',90000,59,2014-10-21,'Eugene',798,1964-06-23
'Louise','Brown',100000,60,2014-09-21,'Gary',799,1963-07-24
'Mickey','Mouse',10000,21,2023-05-18,'Sponge',800,2002-08-25
'Minnie','Pink',20000,22,2023-05-18,'Bob',801,2001-09-26
'Donald','Duck,30000,23,2023-05-18,'Square',802,2000-10-27
'Daisy','Yellow',40000,24,2023-05-18,'Pants',803,1999-11-28
'Goofy','Dog',50000,25,2023-05-18,'Patrick',804,1998-01-29
'Pete','Cat',60000,26,2023-05-18,'Star',805,1997-01-30
'Pluto','White',70000,27,2023-05-18,'Squid',806,1996-02-01
'Huey','Red',80000,28,2023-05-18,'Ward',807,1995-03-01
'Dewey','Black',90000,29,2023-05-18,'Eugene',808,1994-04-02
'Louise','Brown',100000,30,2023-05-18,'Gary',809,1993-05-03
'Mickey','Mouse',10000,31,2013-10-26,'Sponge',810,1992-06-04
'Minnie','Pink',20000,32,2013-09-26,'Bob',811,1991-07-05
'Donald','Duck,30000,33,2013-08-27,'Square',812,1990-08-06
'Daisy','Yellow',40000,34,2013-07-28,'Pants',813,1989-09-07
'Goofy','Dog',50000,35,2013-06-28,'Patrick',814,1988-10-08
'Pete','Cat',60000,36,2013-05-29,'Star',815,1987-11-09
'Pluto','White',70000,37,2013-04-29,'Squid',816,1986-01-10
'Huey','Red',80000,38,2013-03-30,'Ward',817,1985-01-11
'Dewey','Black',90000,39,2013-02-28,'Eugene',818,1984-02-12
'Louise','Brown',100000,40,2013-01-29,'Gary',819,1983-03-13
'Mickey','Mouse',10000,41,2012-12-30,'Sponge',820,1982-04-14
'Minnie','Pink',20000,42,2012-11-30,'Bob',821,1981-05-15
'Donald','Duck,30000,43,2012-10-31,'Square',822,1980-06-16
'Daisy','Yellow',40000,44,2012-10-01,'Pants',823,1979-07-17
'Goofy','Dog',50000,45,2012-09-01,'Patrick',824,1978-08-18
'Pete','Cat',60000,46,2012-08-02,'Star',825,1977-09-19
'Pluto','White',70000,47,2012-07-03,'Squid',826,1976-10-20
'Huey','Red',80000,48,2012-06-03,'Ward',827,1975-11-21
'Dewey','Black',90000,49,2012-05-04,'Eugene',828,1974-01-22
'Louise','Brown',100000,50,2012-04-04,'Gary',829,1973-01-23
'Mickey','Mouse',10000,51,2012-03-05,'Sponge',830,1972-02-24
'Minnie','Pink',20000,52,2012-02-04,'Bob',831,1971-03-25
'Donald','Duck,30000,53,2012-01-05,'Square',832,1970-04-26
'Daisy','Yellow',40000,54,2011-12-06,'Pants',833,1969-05-27
'Goofy','Dog',50000,55,2011-11-06,'Patrick',834,1968-06-28
'Pete','Cat',60000,56,2011-10-07,'Star',835,1967-07-29
'Pluto','White',70000,57,2011-09-07,'Squid',836,1966-08-30
'Huey','Red',80000,58,2011-08-08,'Ward',837,1965-09-01
'Dewey','Black',90000,59,2011-07-09,'Eugene',838,1964-10-01
'Louise','Brown',100000,60,2011-06-09,'Gary',839,1963-11-02
'Mickey','Mouse',10000,21,2023-05-18,'Sponge',840,2002-01-03
'Minnie','Pink',20000,22,2023-05-18,'Bob',841,2001-01-04
'Donald','Duck,30000,23,2023-05-18,'Square',842,2000-02-05
'Daisy','Yellow',40000,24,2023-05-18,'Pants',843,1999-03-06
'Goofy','Dog',50000,25,2023-05-18,'Patrick',844,1998-04-07
'Pete','Cat',60000,26,2023-05-18,'Star',845,1997-05-08
'Pluto','White',70000,27,2023-05-18,'Squid',846,1996-06-09
'Huey','Red',80000,28,2023-05-18,'Ward',847,1995-07-10
'Dewey','Black',90000,29,2023-05-18,'Eugene',848,1994-08-11
'Louise','Brown',100000,30,2023-05-18,'Gary',849,1993-09-12
'Mickey','Mouse',10000,31,2023-05-18,'Sponge',850,1992-10-13
'Minnie','Pink',20000,32,2023-05-18,'Bob',851,1991-11-14
'Donald','Duck,30000,33,2023-05-18,'Square',852,1990-01-15
'Daisy','Yellow',40000,34,2010-04-15,'Pants',853,1989-01-16
'Goofy','Dog',50000,35,2010-03-16,'Patrick',854,1988-02-17
'Pete','Cat',60000,36,2010-02-14,'Star',855,1987-03-18
'Pluto','White',70000,37,2010-01-15,'Squid',856,1986-04-19
'Huey','Red',80000,38,2009-12-16,'Ward',857,1985-05-20
'Dewey','Black',90000,39,2009-11-16,'Eugene',858,1984-06-21
'Louise','Brown',100000,40,2009-10-17,'Gary',859,1983-07-22
'Mickey','Mouse',10000,41,2009-09-17,'Sponge',860,1982-08-23
'Minnie','Pink',20000,42,2009-08-18,'Bob',861,1981-09-24
'Donald','Duck,30000,43,2009-07-19,'Square',862,1980-10-25
'Daisy','Yellow',40000,44,2009-06-19,'Pants',863,1979-11-26
'Goofy','Dog',50000,45,2009-05-20,'Patrick',864,1978-01-27
'Pete','Cat',60000,46,2009-04-20,'Star',865,1977-01-28
'Pluto','White',70000,47,2009-03-21,'Squid',866,1976-02-28
'Huey','Red',80000,48,2009-02-19,'Ward',867,1975-03-30
'Dewey','Black',90000,49,2009-01-20,'Eugene',868,1974-04-01
'Louise','Brown',100000,50,2008-12-21,'Gary',869,1973-05-01
'Mickey','Mouse',10000,51,2008-11-21,'Sponge',870,1972-06-02
'Minnie','Pink',20000,52,2008-10-22,'Bob',871,1971-07-03
'Donald','Duck,30000,53,2008-09-22,'Square',872,1970-08-04
'Daisy','Yellow',40000,54,2008-08-23,'Pants',873,1969-09-05
'Goofy','Dog',50000,55,2008-07-24,'Patrick',874,1968-10-06
'Pete','Cat',60000,56,2008-06-24,'Star',875,1967-11-07
'Pluto','White',70000,57,2008-05-25,'Squid',876,1966-01-08
'Huey','Red',80000,58,2008-04-25,'Ward',877,1965-01-09
'Dewey','Black',90000,59,2008-03-26,'Eugene',878,1964-02-10
'Louise','Brown',100000,60,2008-02-25,'Gary',879,1963-03-11
'Mickey','Mouse',10000,21,2023-05-18,'Sponge',880,2002-04-12
'Minnie','Pink',20000,22,2023-05-18,'Bob',881,2001-05-13
'Donald','Duck,30000,23,2023-05-18,'Square',882,2000-06-14
'Daisy','Yellow',40000,24,2023-05-18,'Pants',883,1999-07-15
'Goofy','Dog',50000,25,2023-05-18,'Patrick',884,1998-08-16
'Pete','Cat',60000,26,2023-05-18,'Star',885,1997-09-17
'Pluto','White',70000,27,2023-05-18,'Squid',886,1996-10-18
'Huey','Red',80000,28,2023-05-18,'Ward',887,1995-11-19
'Dewey','Black',90000,29,2023-05-18,'Eugene',888,1994-01-20
'Louise','Brown',100000,30,2023-05-18,'Gary',889,1993-01-21
'Mickey','Mouse',10000,31,2023-05-18,'Sponge',890,1992-02-22
'Minnie','Pink',20000,32,2023-05-18,'Bob',891,1991-03-23
'Donald','Duck,30000,33,2023-05-18,'Square',892,1990-04-24
'Daisy','Yellow',40000,34,2023-05-18,'Pants',893,1989-05-25
'Goofy','Dog',50000,35,2023-05-18,'Patrick',894,1988-06-26
'Pete','Cat',60000,36,2023-05-18,'Star',895,1987-07-27
'Pluto','White',70000,37,2023-05-18,'Squid',896,1986-08-28
'Huey','Red',80000,38,2006-09-03,'Ward',897,1985-09-29
'Dewey','Black',90000,39,2006-08-04,'Eugene',898,1984-10-30
'Louise','Brown',100000,40,2006-07-05,'Gary',899,1983-11-01
'Mickey','Mouse',10000,41,2006-06-05,'Sponge',900,1982-01-01
'Minnie','Pink',20000,42,2006-05-06,'Bob',901,1981-01-02
'Donald','Duck,30000,43,2006-04-06,'Square',902,1980-02-03
'Daisy','Yellow',40000,44,2006-03-07,'Pants',903,1979-03-04
'Goofy','Dog',50000,45,2006-02-05,'Patrick',904,1978-04-05
'Pete','Cat',60000,46,2006-01-06,'Star',905,1977-05-06
'Pluto','White',70000,47,2005-12-07,'Squid',906,1976-06-07
'Huey','Red',80000,48,2005-11-07,'Ward',907,1975-07-08
'Dewey','Black',90000,49,2005-10-08,'Eugene',908,1974-08-09
'Louise','Brown',100000,50,2005-09-08,'Gary',909,1973-09-10
'Mickey','Mouse',10000,51,2005-08-09,'Sponge',910,1972-10-11
'Minnie','Pink',20000,52,2005-07-10,'Bob',911,1971-11-12
'Donald','Duck,30000,53,2005-06-10,'Square',912,1970-01-13
'Daisy','Yellow',40000,54,2005-05-11,'Pants',913,1969-01-14
'Goofy','Dog',50000,55,2005-04-11,'Patrick',914,1968-02-15
'Pete','Cat',60000,56,2005-03-12,'Star',915,1967-03-16
'Pluto','White',70000,57,2005-02-10,'Squid',916,1966-04-17
'Huey','Red',80000,58,2005-01-11,'Ward',917,1965-05-18
'Dewey','Black',90000,59,2004-12-12,'Eugene',918,1964-06-19
'Louise','Brown',100000,60,2004-11-12,'Gary',919,1963-07-20
'Mickey','Mouse',10000,21,2023-05-18,'Sponge',920,2002-08-21
'Minnie','Pink',20000,22,2023-05-18,'Bob',921,2001-09-22
'Donald','Duck,30000,23,2023-05-18,'Square',922,2000-10-23
'Daisy','Yellow',40000,24,2023-05-18,'Pants',923,1999-11-24
'Goofy','Dog',50000,25,2023-05-18,'Patrick',924,1998-01-25
'Pete','Cat',60000,26,2023-05-18,'Star',925,1997-01-26
'Pluto','White',70000,27,2023-05-18,'Squid',926,1996-02-27
'Huey','Red',80000,28,2023-05-18,'Ward',927,1995-03-28
'Dewey','Black',90000,29,2023-05-18,'Eugene',928,1994-04-29
'Louise','Brown',100000,30,2023-05-18,'Gary',929,1993-05-30
'Mickey','Mouse',10000,31,2023-05-18,'Sponge',930,1992-06-01
'Minnie','Pink',20000,32,2023-05-18,'Bob',931,1991-07-01
'Donald','Duck,30000,33,2023-05-18,'Square',932,1990-08-02
'Daisy','Yellow',40000,34,2023-05-18,'Pants',933,1989-09-03
'Goofy','Dog',50000,35,2023-05-18,'Patrick',934,1988-10-04
'Pete','Cat',60000,36,2023-05-18,'Star',935,1987-11-05
'Pluto','White',70000,37,2023-05-18,'Squid',936,1986-01-06
'Huey','Red',80000,38,2023-05-18,'Ward',937,1985-01-07
'Dewey','Black',90000,39,2023-05-18,'Eugene',938,1984-02-08
'Louise','Brown',100000,40,2023-05-18,'Gary',939,1983-03-09
'Mickey','Mouse',10000,41,2003-02-21,'Sponge',940,1982-04-10
'Minnie','Pink',20000,42,2003-01-22,'Bob',941,1981-05-11
'Donald','Duck,30000,43,2002-12-23,'Square',942,1980-06-12
'Daisy','Yellow',40000,44,2002-11-23,'Pants',943,1979-07-13
'Goofy','Dog',50000,45,2002-10-24,'Patrick',944,1978-08-14
'Pete','Cat',60000,46,2002-09-24,'Star',945,1977-09-15
'Pluto','White',70000,47,2002-08-25,'Squid',946,1976-10-16
'Huey','Red',80000,48,2002-07-26,'Ward',947,1975-11-17
'Dewey','Black',90000,49,2002-06-26,'Eugene',948,1974-01-18
'Louise','Brown',100000,50,2002-05-27,'Gary',949,1973-01-19
'Mickey','Mouse',10000,51,2002-04-27,'Sponge',950,1972-02-20
'Minnie','Pink',20000,52,2002-03-28,'Bob',951,1971-03-21
'Donald','Duck,30000,53,2002-02-26,'Square',952,1970-04-22
'Daisy','Yellow',40000,54,2002-01-27,'Pants',953,1969-05-23
'Goofy','Dog',50000,55,2001-12-28,'Patrick',954,1968-06-24
'Pete','Cat',60000,56,2001-11-28,'Star',955,1967-07-25
'Pluto','White',70000,57,2001-10-29,'Squid',956,1966-08-26
'Huey','Red',80000,58,2001-09-29,'Ward',957,1965-09-27
'Dewey','Black',90000,59,2001-08-30,'Eugene',958,1964-10-28
'Louise','Brown',100000,60,2001-07-31,'Gary',959,1963-11-29
'Mickey','Mouse',10000,21,2023-05-18,'Sponge',960,2002-01-30
'Minnie','Pink',20000,22,2023-05-18,'Bob',961,2001-01-01
'Donald','Duck,30000,23,2023-05-18,'Square',962,2000-02-01
'Daisy','Yellow',40000,24,2023-05-18,'Pants',963,1999-03-02
'Goofy','Dog',50000,25,2023-05-18,'Patrick',964,1998-04-03
'Pete','Cat',60000,26,2023-05-18,'Star',965,1997-05-04
'Pluto','White',70000,27,2023-05-18,'Squid',966,1996-06-05
'Huey','Red',80000,28,2023-05-18,'Ward',967,1995-07-06
'Dewey','Black',90000,29,2023-05-18,'Eugene',968,1994-08-07
'Louise','Brown',100000,30,2023-05-18,'Gary',969,1993-09-08
'Mickey','Mouse',10000,31,2023-05-18,'Sponge',970,1992-10-09
'Minnie','Pink',20000,32,2023-05-18,'Bob',971,1991-11-10
'Donald','Duck,30000,33,2023-05-18,'Square',972,1990-01-11
'Daisy','Yellow',40000,34,2023-05-18,'Pants',973,1989-01-12
'Goofy','Dog',50000,35,2023-05-18,'Patrick',974,1988-02-13
'Pete','Cat',60000,36,2023-05-18,'Star',975,1987-03-14
'Pluto','White',70000,37,2023-05-18,'Squid',976,1986-04-15
'Huey','Red',80000,38,2023-05-18,'Ward',977,1985-05-16
'Dewey','Black',90000,39,2023-05-18,'Eugene',978,1984-06-17
'Louise','Brown',100000,40,2023-05-18,'Gary',979,1983-07-18
'Mickey','Mouse',10000,41,2023-05-18,'Sponge',980,1982-08-19
'Minnie','Pink',20000,42,2023-05-18,'Bob',981,1981-09-20
'Donald','Duck,30000,43,2023-05-18,'Square',982,1980-10-21
'Daisy','Yellow',40000,44,2023-05-18,'Pants',983,1979-11-22
'Goofy','Dog',50000,45,1999-07-12,'Patrick',984,1978-01-23
'Pete','Cat',60000,46,1999-06-12,'Star',985,1977-01-24
'Pluto','White',70000,47,1999-05-13,'Squid',986,1976-02-25
'Huey','Red',80000,48,1999-04-13,'Ward',987,1975-03-26
'Dewey','Black',90000,49,1999-03-14,'Eugene',988,1974-04-27
'Louise','Brown',100000,50,1999-02-12,'Gary',989,1973-05-28
'Mickey','Mouse',10000,51,1999-01-13,'Sponge',990,1972-06-29
'Minnie','Pink',20000,52,1998-12-14,'Bob',991,1971-07-30
'Donald','Duck,30000,53,1998-11-14,'Square',992,1970-08-01
'Daisy','Yellow',40000,54,1998-10-15,'Pants',993,1969-09-01
'Goofy','Dog',50000,55,1998-09-15,'Patrick',994,1968-10-02
'Pete','Cat',60000,56,1998-08-16,'Star',995,1967-11-03
'Pluto','White',70000,57,1998-07-17,'Squid',996,1966-01-04
'Huey','Red',80000,58,1998-06-17,'Ward',997,1965-01-05
'Dewey','Black',90000,59,1998-05-18,'Eugene',998,1964-02-06
'Louise','Brown',100000,60,1998-04-18,'Gary',999,1963-03-07
